Date : 2025-01-07 11:07:53
Directory : c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion
Total : 2536 files,  610187 codes, 19157 comments, 21748 blanks, all 651092 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4                                                                                                                                                                                                            |         12 |        275 |          0 |         36 |        311 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4\1 - Funciones                                                                                                                                                                                              |          2 |         37 |          0 |          5 |         42 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4\2 - Return                                                                                                                                                                                                 |          1 |         17 |          0 |          1 |         18 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4\3 - Parámetros                                                                                                                                                                                             |          1 |         26 |          0 |          4 |         30 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4\4 - Calcular Combustible                                                                                                                                                                                   |          3 |         42 |          0 |          6 |         48 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4\5 - Math                                                                                                                                                                                                   |          1 |         15 |          0 |          1 |         16 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4\6 - Random                                                                                                                                                                                                 |          1 |         17 |          0 |          3 |         20 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 4\7 - Calculadora                                                                                                                                                                                            |          3 |        121 |          0 |         16 |        137 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 5                                                                                                                                                                                                            |         11 |        203 |          2 |         21 |        226 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 5\1 - Operadores Lógicos                                                                                                                                                                                     |          2 |         30 |          2 |          8 |         40 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 5\2 - Declaración if                                                                                                                                                                                         |          2 |         20 |          0 |          3 |         23 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 5\3 - Declaración if-else                                                                                                                                                                                    |          2 |         26 |          0 |          4 |         30 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 5\4 - Switch                                                                                                                                                                                                 |          2 |         42 |          0 |          3 |         45 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 5\5 - Proyecto Día 5                                                                                                                                                                                         |          3 |         85 |          0 |          3 |         88 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6                                                                                                                                                                                                            |         13 |        268 |          7 |         36 |        311 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\1 - Consola                                                                                                                                                                                                |          1 |         11 |          0 |          0 |         11 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\2 - Loop For                                                                                                                                                                                               |          1 |         12 |          0 |          0 |         12 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\3 - Tablas                                                                                                                                                                                                 |          3 |         60 |          7 |          8 |         75 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\4 - Do While                                                                                                                                                                                               |          1 |         14 |          0 |          2 |         16 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\5 - While                                                                                                                                                                                                  |          1 |         14 |          0 |          2 |         16 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\6 - For Of                                                                                                                                                                                                 |          1 |         15 |          0 |          1 |         16 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\7 - Break y Continue                                                                                                                                                                                       |          1 |         20 |          0 |          2 |         22 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\8 - Etiquetas                                                                                                                                                                                              |          1 |         21 |          0 |          1 |         22 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 6\9 - Proyecto D6                                                                                                                                                                                            |          3 |        101 |          0 |         20 |        121 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 7                                                                                                                                                                                                            |         13 |        499 |         43 |        179 |        721 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 7\Versión 1                                                                                                                                                                                                  |          2 |         58 |          0 |         18 |         76 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 7\Versión 2                                                                                                                                                                                                  |          2 |         87 |          0 |         26 |        113 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 7\Versión 3                                                                                                                                                                                                  |          2 |         78 |          7 |         28 |        113 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 7\Versión 4                                                                                                                                                                                                  |          2 |         87 |         12 |         33 |        132 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 7\Versión 5                                                                                                                                                                                                  |          2 |         87 |         12 |         34 |        133 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 7\Versión 6                                                                                                                                                                                                  |          3 |        102 |         12 |         40 |        154 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8                                                                                                                                                                                                            |         10 |        244 |          0 |         30 |        274 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\1 - Objetos                                                                                                                                                                                                |          1 |         17 |          0 |          1 |         18 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\2 - Modificar Objetos                                                                                                                                                                                      |          1 |         21 |          0 |          3 |         24 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\3 - This                                                                                                                                                                                                   |          1 |         31 |          0 |          2 |         33 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\4 - Constructor                                                                                                                                                                                            |          1 |         18 |          0 |          2 |         20 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\5 - Parametros de Constructor                                                                                                                                                                              |          1 |         32 |          0 |          4 |         36 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\6 - Otras Formas                                                                                                                                                                                           |          1 |         17 |          0 |          4 |         21 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\7 - For In                                                                                                                                                                                                 |          1 |         25 |          0 |          4 |         29 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 8\8 - Proyecto                                                                                                                                                                                               |          3 |         83 |          0 |         10 |         93 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 9                                                                                                                                                                                                            |          6 |        129 |          0 |         19 |        148 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 9\1 - Prototipos                                                                                                                                                                                             |          1 |         11 |          0 |          1 |         12 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 9\2 - Objetos Prototipicos                                                                                                                                                                                   |          1 |         15 |          0 |          2 |         17 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 9\3 - Modificar Prototipos                                                                                                                                                                                   |          1 |         24 |          0 |          6 |         30 |
| 02JS_Curso_De0aExperto18dias\CursoCompleto\Día 9\4 - Registro Automotor                                                                                                                                                                                     |          3 |         79 |          0 |         10 |         89 |
| 02JS_Curso_De0aExperto18dias\D10_Clases                                                                                                                                                                                                                     |          6 |        696 |        185 |        137 |      1,018 |
| 02JS_Curso_De0aExperto18dias\D10_Clases\Proyecto-D10                                                                                                                                                                                                        |          6 |        696 |        185 |        137 |      1,018 |
| 02JS_Curso_De0aExperto18dias\D10_Clases\Proyecto-D10 (Files)                                                                                                                                                                                                |          1 |         71 |         12 |          6 |         89 |
| 02JS_Curso_De0aExperto18dias\D10_Clases\Proyecto-D10\assets                                                                                                                                                                                                 |          5 |        625 |        173 |        131 |        929 |
| 02JS_Curso_De0aExperto18dias\D10_Clases\Proyecto-D10\assets\css                                                                                                                                                                                             |          4 |        574 |        170 |        116 |        860 |
| 02JS_Curso_De0aExperto18dias\D10_Clases\Proyecto-D10\assets\js                                                                                                                                                                                              |          1 |         51 |          3 |         15 |         69 |
| 02JS_Curso_De0aExperto18dias\D11_Clases                                                                                                                                                                                                                     |          4 |        109 |          2 |         13 |        124 |
| 02JS_Curso_De0aExperto18dias\D11_Clases\Proyecto-D11                                                                                                                                                                                                        |          4 |        109 |          2 |         13 |        124 |
| 02JS_Curso_De0aExperto18dias\D3_Clases                                                                                                                                                                                                                      |          3 |        207 |         26 |         26 |        259 |
| 02JS_Curso_De0aExperto18dias\D3_Clases\Proyecto-D3 Juego Preguntas                                                                                                                                                                                          |          3 |        207 |         26 |         26 |        259 |
| 02JS_Curso_De0aExperto18dias\D3_Clases\Proyecto-D3 Juego Preguntas (Files)                                                                                                                                                                                  |          1 |         79 |          0 |          8 |         87 |
| 02JS_Curso_De0aExperto18dias\D3_Clases\Proyecto-D3 Juego Preguntas\assets                                                                                                                                                                                   |          2 |        128 |         26 |         18 |        172 |
| 02JS_Curso_De0aExperto18dias\D3_Clases\Proyecto-D3 Juego Preguntas\assets\js                                                                                                                                                                                |          1 |         83 |         26 |         15 |        124 |
| 02JS_Curso_De0aExperto18dias\D3_Clases\Proyecto-D3 Juego Preguntas\assets\style                                                                                                                                                                             |          1 |         45 |          0 |          3 |         48 |
| 02JS_Curso_De0aExperto18dias\D4_Clases                                                                                                                                                                                                                      |          4 |        316 |         34 |         22 |        372 |
| 02JS_Curso_De0aExperto18dias\D4_Clases\Proyecto-D4 Calculadora                                                                                                                                                                                              |          4 |        316 |         34 |         22 |        372 |
| 02JS_Curso_De0aExperto18dias\D4_Clases\Proyecto-D4 Calculadora (Files)                                                                                                                                                                                      |          1 |         53 |          3 |          5 |         61 |
| 02JS_Curso_De0aExperto18dias\D4_Clases\Proyecto-D4 Calculadora\assets                                                                                                                                                                                       |          3 |        263 |         31 |         17 |        311 |
| 02JS_Curso_De0aExperto18dias\D4_Clases\Proyecto-D4 Calculadora\assets\css                                                                                                                                                                                   |          2 |        208 |         20 |         11 |        239 |
| 02JS_Curso_De0aExperto18dias\D4_Clases\Proyecto-D4 Calculadora\assets\js                                                                                                                                                                                    |          1 |         55 |         11 |          6 |         72 |
| 02JS_Curso_De0aExperto18dias\D5_Clases                                                                                                                                                                                                                      |          6 |        646 |         27 |         27 |        700 |
| 02JS_Curso_De0aExperto18dias\D5_Clases\Proyecto-D5 Cine                                                                                                                                                                                                     |          6 |        646 |         27 |         27 |        700 |
| 02JS_Curso_De0aExperto18dias\D5_Clases\Proyecto-D5 Cine (Files)                                                                                                                                                                                             |          1 |         71 |          3 |          3 |         77 |
| 02JS_Curso_De0aExperto18dias\D5_Clases\Proyecto-D5 Cine\assets                                                                                                                                                                                              |          5 |        575 |         24 |         24 |        623 |
| 02JS_Curso_De0aExperto18dias\D5_Clases\Proyecto-D5 Cine\assets\css                                                                                                                                                                                          |          3 |        276 |         20 |         17 |        313 |
| 02JS_Curso_De0aExperto18dias\D5_Clases\Proyecto-D5 Cine\assets\img                                                                                                                                                                                          |          1 |        247 |          1 |          1 |        249 |
| 02JS_Curso_De0aExperto18dias\D5_Clases\Proyecto-D5 Cine\assets\js                                                                                                                                                                                           |          1 |         52 |          3 |          6 |         61 |
| 02JS_Curso_De0aExperto18dias\D6_Clases                                                                                                                                                                                                                      |          7 |        934 |        204 |        127 |      1,265 |
| 02JS_Curso_De0aExperto18dias\D6_Clases\Proyecto-D6 Notas                                                                                                                                                                                                    |          7 |        934 |        204 |        127 |      1,265 |
| 02JS_Curso_De0aExperto18dias\D6_Clases\Proyecto-D6 Notas (Files)                                                                                                                                                                                            |          1 |         78 |         11 |          4 |         93 |
| 02JS_Curso_De0aExperto18dias\D6_Clases\Proyecto-D6 Notas\assets                                                                                                                                                                                             |          6 |        856 |        193 |        123 |      1,172 |
| 02JS_Curso_De0aExperto18dias\D6_Clases\Proyecto-D6 Notas\assets\css                                                                                                                                                                                         |          4 |        548 |        169 |        116 |        833 |
| 02JS_Curso_De0aExperto18dias\D6_Clases\Proyecto-D6 Notas\assets\img                                                                                                                                                                                         |          1 |        247 |          1 |          1 |        249 |
| 02JS_Curso_De0aExperto18dias\D6_Clases\Proyecto-D6 Notas\assets\js                                                                                                                                                                                          |          1 |         61 |         23 |          6 |         90 |
| 02JS_Curso_De0aExperto18dias\D7_Clases                                                                                                                                                                                                                      |         30 |      3,126 |        701 |        467 |      4,294 |
| 02JS_Curso_De0aExperto18dias\D7_Clases (Files)                                                                                                                                                                                                              |          2 |         21 |         10 |          9 |         40 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Ejercicios                                                                                                                                                                                                           |          6 |        172 |          0 |         26 |        198 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 1y2                                                                                                                                                                                            |          8 |        988 |        211 |        139 |      1,338 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 1y2 (Files)                                                                                                                                                                                    |          1 |        102 |         13 |          8 |        123 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 1y2\assets                                                                                                                                                                                     |          7 |        886 |        198 |        131 |      1,215 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 1y2\assets\css                                                                                                                                                                                 |          4 |        557 |        169 |        115 |        841 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 1y2\assets\img                                                                                                                                                                                 |          1 |        247 |          1 |          1 |        249 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 1y2\assets\js                                                                                                                                                                                  |          2 |         82 |         28 |         15 |        125 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3                                                                                                                                                                                              |          7 |        968 |        238 |        144 |      1,350 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3 (Files)                                                                                                                                                                                      |          1 |         78 |         13 |         10 |        101 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3-6                                                                                                                                                                                            |          7 |        977 |        242 |        149 |      1,368 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3-6 (Files)                                                                                                                                                                                    |          1 |         57 |         12 |         11 |         80 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3-6\assets                                                                                                                                                                                     |          6 |        920 |        230 |        138 |      1,288 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3-6\assets\css                                                                                                                                                                                 |          4 |        571 |        169 |        114 |        854 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3-6\assets\img                                                                                                                                                                                 |          1 |        247 |          1 |          1 |        249 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3-6\assets\js                                                                                                                                                                                  |          1 |        102 |         60 |         23 |        185 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3\assets                                                                                                                                                                                       |          6 |        890 |        225 |        134 |      1,249 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3\assets\css                                                                                                                                                                                   |          4 |        559 |        169 |        113 |        841 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3\assets\img                                                                                                                                                                                   |          1 |        247 |          1 |          1 |        249 |
| 02JS_Curso_De0aExperto18dias\D7_Clases\Proyecto-D7 Versiones 3\assets\js                                                                                                                                                                                    |          1 |         84 |         55 |         20 |        159 |
| 02JS_Curso_De0aExperto18dias\D8_Clases                                                                                                                                                                                                                      |         11 |        873 |        188 |        149 |      1,210 |
| 02JS_Curso_De0aExperto18dias\D8_Clases (Files)                                                                                                                                                                                                              |          5 |        154 |          0 |         15 |        169 |
| 02JS_Curso_De0aExperto18dias\D8_Clases\Proyecto-D8                                                                                                                                                                                                          |          6 |        719 |        188 |        134 |      1,041 |
| 02JS_Curso_De0aExperto18dias\D8_Clases\Proyecto-D8 (Files)                                                                                                                                                                                                  |          1 |         99 |         12 |          6 |        117 |
| 02JS_Curso_De0aExperto18dias\D8_Clases\Proyecto-D8\assets                                                                                                                                                                                                   |          5 |        620 |        176 |        128 |        924 |
| 02JS_Curso_De0aExperto18dias\D8_Clases\Proyecto-D8\assets\css                                                                                                                                                                                               |          4 |        571 |        169 |        116 |        856 |
| 02JS_Curso_De0aExperto18dias\D8_Clases\Proyecto-D8\assets\js                                                                                                                                                                                                |          1 |         49 |          7 |         12 |         68 |
| 02JS_Curso_De0aExperto18dias\D9_Clases                                                                                                                                                                                                                      |          6 |        682 |        181 |        134 |        997 |
| 02JS_Curso_De0aExperto18dias\D9_Clases\Proyecto-D9                                                                                                                                                                                                          |          6 |        682 |        181 |        134 |        997 |
| 02JS_Curso_De0aExperto18dias\D9_Clases\Proyecto-D9 (Files)                                                                                                                                                                                                  |          1 |         75 |         11 |          7 |         93 |
| 02JS_Curso_De0aExperto18dias\D9_Clases\Proyecto-D9\assets                                                                                                                                                                                                   |          5 |        607 |        170 |        127 |        904 |
| 02JS_Curso_De0aExperto18dias\D9_Clases\Proyecto-D9\assets\css                                                                                                                                                                                               |          4 |        572 |        169 |        116 |        857 |
| 02JS_Curso_De0aExperto18dias\D9_Clases\Proyecto-D9\assets\js                                                                                                                                                                                                |          1 |         35 |          1 |         11 |         47 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso                                                                                                                                                                                                                |         12 |        924 |        212 |        169 |      1,305 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso\ProyectoD6_repaso                                                                                                                                                                                              |          3 |        123 |         25 |         20 |        168 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso\ProyectoD8_repaso                                                                                                                                                                                              |          3 |        107 |          3 |         13 |        123 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso\ProyectoD9_repaso                                                                                                                                                                                              |          6 |        694 |        184 |        136 |      1,014 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso\ProyectoD9_repaso (Files)                                                                                                                                                                                      |          1 |         75 |         11 |          7 |         93 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso\ProyectoD9_repaso\assets                                                                                                                                                                                       |          5 |        619 |        173 |        129 |        921 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso\ProyectoD9_repaso\assets\css                                                                                                                                                                                   |          4 |        571 |        170 |        117 |        858 |
| 02JS_Curso_De0aExperto18dias\EjerciciosCurso\ProyectoD9_repaso\assets\js                                                                                                                                                                                    |          1 |         48 |          3 |         12 |         63 |
| 04PHP_Curso_DAW                                                                                                                                                                                                                                             |        156 |      7,534 |      1,756 |      1,013 |     10,303 |
| 04PHP_Curso_DAW\PHP                                                                                                                                                                                                                                         |        156 |      7,534 |      1,756 |      1,013 |     10,303 |
| 04PHP_Curso_DAW\PHP (Files)                                                                                                                                                                                                                                 |          2 |         37 |          0 |          3 |         40 |
| 04PHP_Curso_DAW\PHP\01PHP_Curso_FullStack                                                                                                                                                                                                                   |          8 |        103 |        116 |         34 |        253 |
| 04PHP_Curso_DAW\PHP\01PHP_Curso_FullStack (Files)                                                                                                                                                                                                           |          1 |          0 |          0 |          1 |          1 |
| 04PHP_Curso_DAW\PHP\01PHP_Curso_FullStack\PHP                                                                                                                                                                                                               |          7 |        103 |        116 |         33 |        252 |
| 04PHP_Curso_DAW\PHP\01PHP_Curso_FullStack\PHP\15-Ejercicios                                                                                                                                                                                                 |          5 |         75 |         25 |         28 |        128 |
| 04PHP_Curso_DAW\PHP\01PHP_Curso_FullStack\PHP\ejercicios                                                                                                                                                                                                    |          1 |         28 |         91 |          4 |        123 |
| 04PHP_Curso_DAW\PHP\01PHP_Curso_FullStack\PHP\funciones                                                                                                                                                                                                     |          1 |          0 |          0 |          1 |          1 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School                                                                                                                                                                                                                 |         14 |        195 |        149 |         83 |        427 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP                                                                                                                                                                                                 |         14 |        195 |        149 |         83 |        427 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\01_Sintaxis                                                                                                                                                                                     |          1 |         36 |         15 |         12 |         63 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\02_Comentarios                                                                                                                                                                                  |          1 |          9 |          9 |          3 |         21 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\03_Variables                                                                                                                                                                                    |          1 |         36 |         14 |         15 |         65 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\04_Eco_Imprimir                                                                                                                                                                                 |          1 |         14 |         15 |          5 |         34 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\05_TiposDatos                                                                                                                                                                                   |          1 |         37 |         57 |         24 |        118 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\06_Cadenas(String)                                                                                                                                                                              |          9 |         63 |         39 |         24 |        126 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\06_Cadenas(String) (Files)                                                                                                                                                                      |          1 |         28 |         28 |         16 |         72 |
| 04PHP_Curso_DAW\PHP\02PHP_Curso_IA_W3School\01_Tutorial_PHP\06_Cadenas(String)\funciones_String                                                                                                                                                             |          8 |         35 |         11 |          8 |         54 |
| 04PHP_Curso_DAW\PHP\Arrays                                                                                                                                                                                                                                  |         19 |      1,109 |        137 |         81 |      1,327 |
