Date : 2025-01-07 11:07:53
Directory : c:\Users\Ramon\Ramon Dropbox\Ramon Perez\PC\Desktop\curso_udemy_JS\Programacion
Total : 1056 files,  469073 codes, 10318 comments, 13182 blanks, all 492573 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\10-con_sidebar_flexbox\css                                                                                                                                     |          1 |          3 |          0 |          1 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\11-layout_shifter_css_grid                                                                                                                                     |          2 |          7 |          0 |          0 |          7 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\11-layout_shifter_css_grid (Files)                                                                                                                             |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\11-layout_shifter_css_grid\css                                                                                                                                 |          1 |          4 |          0 |          0 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\12-layout_shifter_flexbox                                                                                                                                      |          2 |          6 |          0 |          0 |          6 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\12-layout_shifter_flexbox (Files)                                                                                                                              |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\12-layout_shifter_flexbox\css                                                                                                                                  |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\13-mostly_fluid                                                                                                                                                |          2 |          6 |          0 |          0 |          6 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\13-mostly_fluid (Files)                                                                                                                                        |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\13-mostly_fluid\css                                                                                                                                            |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\14-tiny_tweaks                                                                                                                                                 |          2 |          6 |          0 |          0 |          6 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\14-tiny_tweaks (Files)                                                                                                                                         |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\3_PatronesRWD\__MACOSX\PatronesRWD\14-tiny_tweaks\css                                                                                                                                             |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\4-blogdecafe_inicio                                                                                                                                                                               |          8 |      1,134 |        244 |        151 |      1,529 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\4-blogdecafe_inicio (Files)                                                                                                                                                                       |          5 |        568 |         52 |         51 |        671 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\4-blogdecafe_inicio\css                                                                                                                                                                           |          2 |        403 |        190 |         99 |        692 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\4-blogdecafe_inicio\js                                                                                                                                                                            |          1 |        163 |          2 |          1 |        166 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio                                                                                                                                                                           |         22 |     11,438 |        215 |        222 |     11,875 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio                                                                                                                                                     |         22 |     11,438 |        215 |        222 |     11,875 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio (Files)                                                                                                                                             |          4 |     10,707 |         20 |         43 |     10,770 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\build                                                                                                                                               |          3 |         63 |         18 |         13 |         94 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\build\css                                                                                                                                           |          1 |          1 |          1 |          1 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\build\js                                                                                                                                            |          2 |         62 |         17 |         12 |         91 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\src                                                                                                                                                 |         15 |        668 |        177 |        166 |      1,011 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\src\js                                                                                                                                              |          1 |         76 |         19 |         16 |        111 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\src\scss                                                                                                                                            |         14 |        592 |        158 |        150 |        900 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\src\scss (Files)                                                                                                                                    |          1 |          2 |          1 |          6 |          9 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\src\scss\base                                                                                                                                       |          5 |        261 |        136 |         90 |        487 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\5_FestivalMusica_inicio\FestivalMusica_inicio\src\scss\layout                                                                                                                                     |          8 |        329 |         21 |         54 |        404 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\Clases del Curso Guia 1-800                                                                                                                                                                       |          1 |          6 |          0 |          1 |          7 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionJS                                                                                                                                                                                    |         45 |        862 |        378 |        246 |      1,486 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionJS (Files)                                                                                                                                                                            |          1 |          6 |          0 |          1 |          7 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionJS\IntroduccionJS                                                                                                                                                                     |         44 |        856 |        378 |        245 |      1,479 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionJS\IntroduccionJS (Files)                                                                                                                                                             |          1 |         19 |         40 |          7 |         66 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionJS\IntroduccionJS\css                                                                                                                                                                 |          1 |         31 |          0 |          2 |         33 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionJS\IntroduccionJS\js                                                                                                                                                                  |         42 |        806 |        338 |        236 |      1,380 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionPHP_inicio                                                                                                                                                                            |         21 |         93 |          5 |         88 |        186 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionPHP_inicio\IntroduccionPHP_inicio                                                                                                                                                     |         21 |         93 |          5 |         88 |        186 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionPHP_inicio\IntroduccionPHP_inicio (Files)                                                                                                                                             |         18 |         37 |          5 |         79 |        121 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionPHP_inicio\IntroduccionPHP_inicio\css                                                                                                                                                 |          1 |         37 |          0 |          2 |         39 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\IntroduccionPHP_inicio\IntroduccionPHP_inicio\includes                                                                                                                                            |          2 |         19 |          0 |          7 |         26 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_fin                                                                                                                                                                        |          9 |        881 |        174 |        224 |      1,279 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_fin\JavaScript_DOM_Eventos_fin                                                                                                                                             |          9 |        881 |        174 |        224 |      1,279 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_fin\JavaScript_DOM_Eventos_fin (Files)                                                                                                                                     |          5 |        412 |          2 |         66 |        480 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_fin\JavaScript_DOM_Eventos_fin\css                                                                                                                                         |          2 |        394 |        135 |         90 |        619 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_fin\JavaScript_DOM_Eventos_fin\js                                                                                                                                          |          2 |         75 |         37 |         68 |        180 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_inicio                                                                                                                                                                     |         11 |        936 |        243 |        216 |      1,395 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_inicio\JavaScript_DOM_Eventos_inicio                                                                                                                                       |         11 |        936 |        243 |        216 |      1,395 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_inicio\JavaScript_DOM_Eventos_inicio (Files)                                                                                                                               |          5 |        412 |          4 |         66 |        482 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_inicio\JavaScript_DOM_Eventos_inicio\css                                                                                                                                   |          2 |        396 |        135 |         91 |        622 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\JavaScript_DOM_Eventos_inicio\JavaScript_DOM_Eventos_inicio\js                                                                                                                                    |          4 |        128 |        104 |         59 |        291 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO                                                                                                                                                                            |         57 |      1,339 |         15 |        273 |      1,627 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO (Files)                                                                                                                                                                    |          1 |          6 |          0 |          1 |          7 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO                                                                                                                                                     |         28 |      1,246 |         15 |        264 |      1,525 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\01-2columnas_iguales_css_grid                                                                                                                       |          2 |         70 |          1 |         13 |         84 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\01-2columnas_iguales_css_grid (Files)                                                                                                               |          1 |         27 |          0 |          5 |         32 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\01-2columnas_iguales_css_grid\css                                                                                                                   |          1 |         43 |          1 |          8 |         52 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\02-2columnas_iguales_flexbox                                                                                                                        |          2 |         69 |          1 |         13 |         83 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\02-2columnas_iguales_flexbox (Files)                                                                                                                |          1 |         27 |          0 |          4 |         31 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\02-2columnas_iguales_flexbox\css                                                                                                                    |          1 |         42 |          1 |          9 |         52 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\03-3columnas_iguales_css_grid                                                                                                                       |          2 |         73 |          1 |         16 |         90 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\03-3columnas_iguales_css_grid (Files)                                                                                                               |          1 |         33 |          0 |          9 |         42 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\03-3columnas_iguales_css_grid\css                                                                                                                   |          1 |         40 |          1 |          7 |         48 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\04-3columnas_iguales_flexbox                                                                                                                        |          2 |         75 |          1 |         17 |         93 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\04-3columnas_iguales_flexbox (Files)                                                                                                                |          1 |         33 |          0 |          8 |         41 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\04-3columnas_iguales_flexbox\css                                                                                                                    |          1 |         42 |          1 |          9 |         52 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\05-3columnas_css_grid                                                                                                                               |          2 |         98 |          1 |         22 |        121 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\05-3columnas_css_grid (Files)                                                                                                                       |          1 |         43 |          0 |         10 |         53 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\05-3columnas_css_grid\css                                                                                                                           |          1 |         55 |          1 |         12 |         68 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\06-3columnas_flexbox                                                                                                                                |          2 |         98 |          1 |         21 |        120 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\06-3columnas_flexbox (Files)                                                                                                                        |          1 |         43 |          0 |         10 |         53 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\06-3columnas_flexbox\css                                                                                                                            |          1 |         55 |          1 |         11 |         67 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\07-column_drop_css_grid                                                                                                                             |          2 |        104 |          1 |         22 |        127 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\07-column_drop_css_grid (Files)                                                                                                                     |          1 |         36 |          0 |          7 |         43 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\07-column_drop_css_grid\css                                                                                                                         |          1 |         68 |          1 |         15 |         84 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\08-column_drop_flexbox                                                                                                                              |          2 |         94 |          1 |         19 |        114 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\08-column_drop_flexbox (Files)                                                                                                                      |          1 |         36 |          0 |          7 |         43 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\08-column_drop_flexbox\css                                                                                                                          |          1 |         58 |          1 |         12 |         71 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\09-con_sidebar_css_grid                                                                                                                             |          2 |         90 |          1 |         20 |        111 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\09-con_sidebar_css_grid (Files)                                                                                                                     |          1 |         39 |          0 |         10 |         49 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\09-con_sidebar_css_grid\css                                                                                                                         |          1 |         51 |          1 |         10 |         62 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\10-con_sidebar_flexbox                                                                                                                              |          2 |         91 |          1 |         21 |        113 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\10-con_sidebar_flexbox (Files)                                                                                                                      |          1 |         39 |          0 |         10 |         49 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\10-con_sidebar_flexbox\css                                                                                                                          |          1 |         52 |          1 |         11 |         64 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\11-layout_shifter_css_grid                                                                                                                          |          2 |        112 |          1 |         22 |        135 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\11-layout_shifter_css_grid (Files)                                                                                                                  |          1 |         40 |          0 |          7 |         47 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\11-layout_shifter_css_grid\css                                                                                                                      |          1 |         72 |          1 |         15 |         88 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\12-layout_shifter_flexbox                                                                                                                           |          2 |        110 |          1 |         18 |        129 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\12-layout_shifter_flexbox (Files)                                                                                                                   |          1 |         40 |          0 |          7 |         47 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\12-layout_shifter_flexbox\css                                                                                                                       |          1 |         70 |          1 |         11 |         82 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\13-mostly_fluid                                                                                                                                     |          2 |         81 |          1 |         19 |        101 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\13-mostly_fluid (Files)                                                                                                                             |          1 |         31 |          0 |          9 |         40 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\13-mostly_fluid\css                                                                                                                                 |          1 |         50 |          1 |         10 |         61 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\14-tiny_tweaks                                                                                                                                      |          2 |         81 |          2 |         21 |        104 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\14-tiny_tweaks (Files)                                                                                                                              |          1 |         31 |          0 |          9 |         40 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\PatronesRWD_FINALIZADO\14-tiny_tweaks\css                                                                                                                                  |          1 |         50 |          2 |         12 |         64 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX                                                                                                                                                                   |         28 |         87 |          0 |          8 |         95 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO                                                                                                                                            |         28 |         87 |          0 |          8 |         95 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\01-2columnas_iguales_css_grid                                                                                                              |          2 |          6 |          0 |          2 |          8 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\01-2columnas_iguales_css_grid (Files)                                                                                                      |          1 |          3 |          0 |          1 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\01-2columnas_iguales_css_grid\css                                                                                                          |          1 |          3 |          0 |          1 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\02-2columnas_iguales_flexbox                                                                                                               |          2 |          6 |          0 |          1 |          7 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\02-2columnas_iguales_flexbox (Files)                                                                                                       |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\02-2columnas_iguales_flexbox\css                                                                                                           |          1 |          3 |          0 |          1 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\03-3columnas_iguales_css_grid                                                                                                              |          2 |          7 |          0 |          1 |          8 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\03-3columnas_iguales_css_grid (Files)                                                                                                      |          1 |          3 |          0 |          1 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\03-3columnas_iguales_css_grid\css                                                                                                          |          1 |          4 |          0 |          0 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\04-3columnas_iguales_flexbox                                                                                                               |          2 |          7 |          0 |          0 |          7 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\04-3columnas_iguales_flexbox (Files)                                                                                                       |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\04-3columnas_iguales_flexbox\css                                                                                                           |          1 |          4 |          0 |          0 |          4 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\05-3columnas_css_grid                                                                                                                      |          2 |          6 |          0 |          0 |          6 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\05-3columnas_css_grid (Files)                                                                                                              |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\05-3columnas_css_grid\css                                                                                                                  |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\06-3columnas_flexbox                                                                                                                       |          2 |          6 |          0 |          0 |          6 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\06-3columnas_flexbox (Files)                                                                                                               |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\06-3columnas_flexbox\css                                                                                                                   |          1 |          3 |          0 |          0 |          3 |
| 12_Curso_JS_HTML_PHP_SASS\Curso-HTML-CSS-PHP-y-JavaScript\PatronesRWD_FINALIZADO\__MACOSX\PatronesRWD_FINALIZADO\07-column_drop_css_grid                                                                                                                    |          2 |          6 |          0 |          0 |          6 |
